household_id,consumption_kwh,income_proxy,segment_label
1853,509.0292629460242,2.0,C
1854,709.872119938218,2.0,A
1855,508.6695989633079,2.0,C
1856,926.2426313597668,2.0,A
1857,81.87438205754574,1.0,D
1858,485.5826769977525,4.0,B
1859,337.6297218322944,2.0,C
1860,-329.2894941421664,1.0,D
1861,423.81362313624766,1.0,C
1862,352.6511253793887,1.0,C
1863,108.65386462907428,4.0,B
1864,214.3497302094397,2.0,D
1865,-155.55085798323637,2.0,D
1866,194.8118437888975,1.0,D
1867,287.6937142351549,1.0,C
1868,262.2791553142563,4.0,B
1869,87.74921135854856,2.0,D
1870,464.873880001943,1.0,C
1871,-32.88535796217184,2.0,D
1872,-90.2786676415542,2.0,D
1873,808.2693201865495,2.0,A
1874,512.661934354002,4.0,B
1875,332.7495841809209,1.0,C
1876,692.8207251698402,1.0,A
1877,308.3898703806377,4.0,B
1878,674.5783507323758,2.0,A
1879,550.4953898617033,4.0,B
1880,77.61072857007582,4.0,B
1881,701.6592319647684,2.0,A
1882,494.1603702540119,2.0,C
1883,1026.5200704672782,2.0,A
1884,189.3473564575029,2.0,D
1885,802.9735595044478,4.0,B
1886,116.49597468409246,4.0,B
1887,247.07132207318637,2.0,C
1888,951.6165640372132,2.0,A
1889,502.9464066170317,2.0,C
1890,360.6567711607969,2.0,C
1891,666.1171804370188,2.0,A
1892,660.6399474464409,2.0,A
1893,663.6565024983134,2.0,A
1894,396.1729163544254,2.0,C
1895,575.4964206217496,1.0,C
1896,638.893280169075,2.0,A
1897,285.94560000819104,4.0,B
1898,182.07486773066705,1.0,D
1899,1066.9127317405532,4.0,A
1900,618.9857712545017,4.0,B
1901,874.4953929255576,1.0,A
1902,798.1812207887674,4.0,B
1903,601.8649140069545,2.0,C
1904,608.8699956452174,2.0,A
1905,573.3330282200818,2.0,C
1906,739.4321508145982,2.0,A
1907,794.0287002802712,4.0,B
1908,592.9372216979996,1.0,C
1909,459.2531554489141,2.0,C
1910,260.7357146611723,2.0,C
1911,-57.50284557376466,4.0,B
1912,439.06818629280735,2.0,C
1913,533.1568663615333,2.0,C
1914,279.4078163131712,1.0,C
1915,204.62442847370596,2.0,D
1916,933.6836590952748,2.0,A
1917,167.2559121580863,2.0,D
1918,545.4821934919767,4.0,B
1919,296.6722818614487,1.0,C
1920,215.2875555440737,1.0,D
1921,666.4267717254139,4.0,B
1922,410.7120458281729,2.0,C
1923,623.7407481613822,2.0,A
1924,33.393066106590254,1.0,D
1925,691.1128745949213,4.0,B
1926,-93.95192715849822,2.0,D
1927,120.30198933664428,1.0,D
1928,564.1103456603718,2.0,C
1929,434.292006320229,4.0,B
1930,322.0485683806801,4.0,B
1931,320.71510487345114,4.0,B
1932,755.33449446193,4.0,B
1933,336.9487469046969,1.0,C
1934,241.75009984564645,1.0,C
1935,424.6520912580117,2.0,C
1936,497.1085229373828,2.0,C
1937,400.4483774821289,4.0,B
1938,267.5594363718993,4.0,B
1939,473.8955438732015,1.0,C
1940,280.9109998062368,2.0,C
1941,622.633973186183,4.0,B
1942,749.5722839760629,2.0,A
1943,357.928182152214,4.0,B
1944,83.73021873567092,2.0,D
1945,-11.647049132550762,2.0,D
1946,131.75206692932392,2.0,D
1947,169.0738050797634,4.0,B
1948,582.3437531874052,2.0,C
1949,-0.0628517701803161,2.0,D
1950,572.8934719390127,2.0,C
1951,-77.30746093519997,1.0,D
1952,518.6936798523798,2.0,C
1953,516.1769990361981,2.0,C
1954,955.8694451404924,2.0,A
1955,318.3717523458547,2.0,C
1956,221.19966262104404,2.0,D
1957,434.10307015064063,1.0,C
1958,655.3175509392082,4.0,B
1959,826.0938367691491,2.0,A
1960,654.1871509436347,4.0,B
1961,667.2918760974976,2.0,A
1962,1071.1691944804998,4.0,A
1963,156.22338340799365,1.0,D
1964,443.0315833877476,2.0,C
1965,391.8225716937227,1.0,C
1966,124.87964008533449,1.0,D
1967,144.6483960720732,2.0,D
1968,54.16853550436656,1.0,D
1969,416.2299424706741,1.0,C
1970,469.3336928649622,4.0,B
1971,290.0639132779839,1.0,C
1972,327.28900015566165,2.0,C
1973,321.7089393817595,1.0,C
1974,708.3758120752101,2.0,A
1975,640.5021988564694,4.0,B
1976,612.7515360996421,1.0,C
1977,417.44617135955673,2.0,C
1978,189.91971174751777,1.0,D
1979,204.23584761152668,1.0,D
1980,586.0787186926505,4.0,B
1981,677.7116789971013,2.0,A
1982,365.09875934325,1.0,C
1983,787.6058421688832,2.0,A
1984,756.3838403092336,1.0,A
1985,910.58552711088,1.0,A
1986,334.34022060016173,4.0,B
1987,490.9074197380743,4.0,B
1988,241.40895882215872,2.0,D
1989,305.67590066789273,2.0,C
1990,341.2512062912988,4.0,B
1991,778.4701126168557,2.0,A
1992,153.78500191633202,4.0,B
1993,326.804156169554,4.0,B
1994,685.9002849525378,2.0,A
1995,471.7273252717394,4.0,B
1996,591.9123052560374,1.0,C
1997,839.3235096921912,4.0,B
1998,-156.1851304746898,2.0,D
1999,117.91661277552991,2.0,D
2000,1038.2737796734684,4.0,B
2001,588.7732921994914,4.0,B
2002,454.3403232484688,2.0,C
2003,400.2746499245713,2.0,C
2004,-307.7581206449935,1.0,D
2005,495.29733443789337,2.0,C
2006,760.0280031486798,2.0,A
2007,788.8423651089494,4.0,B
2008,-113.12509120808228,4.0,B
2009,660.7649306304124,4.0,B
2010,929.5429783766252,4.0,B
2011,436.16902547071015,2.0,C
2012,328.13039156988384,4.0,B
2013,322.71882229452854,1.0,C
2014,230.7862931046861,2.0,D
2015,-227.5700038922868,2.0,D
2016,392.1606968220033,2.0,C
2017,530.7802513190724,1.0,C
2018,783.2777431088587,2.0,A
2019,303.7622181359078,2.0,C
2020,890.307258653002,4.0,B
2021,183.5273809981661,4.0,B
2022,123.25973926571912,2.0,D
2023,156.1253930657084,4.0,B
2024,506.2186392526003,1.0,C
2025,432.7743554367012,4.0,B
2026,173.5611739527064,2.0,D
2027,616.4829040506282,1.0,C
2028,736.0831376733748,2.0,A
2029,-240.75508489258164,1.0,D
2030,485.235137078772,1.0,C
2031,413.7776580130875,1.0,C
2032,1239.6138067321083,2.0,A
2033,585.4485309380138,2.0,C
2034,871.1793411435533,2.0,A
2035,179.9247131595309,2.0,D
2036,700.2474434631986,2.0,A
2037,191.5530782779996,2.0,D
2038,447.9731726965535,2.0,C
2039,376.0540957012152,4.0,B
2040,224.92307697962184,1.0,D
2041,454.2051525053812,2.0,C
2042,54.99668633853952,4.0,B
2043,512.4153869948611,2.0,C
2044,602.5885505377753,2.0,C
2045,531.2271681670472,1.0,C
2046,59.4927291375991,4.0,B
2047,661.5929595378323,2.0,A
2048,333.8142975356872,1.0,C
2049,405.4121095077515,2.0,C
2050,127.7974992868172,2.0,D
2051,855.7886424501801,2.0,A
2052,1020.0377607983118,1.0,A
2053,33.998733562808184,4.0,B
2054,368.5552659592047,2.0,C
2055,314.95523771710106,2.0,C
2056,508.6066307950501,1.0,C
2057,880.3172240492183,2.0,A
2058,466.0433670682906,2.0,C
2059,325.51543442768593,4.0,B
2060,257.985391055724,4.0,B
2061,410.9608492823656,2.0,C
2062,253.5450814297492,1.0,C
2063,752.7258358663933,4.0,B
2064,460.92872957502334,1.0,C
2065,483.0229749671894,4.0,B
2066,36.238749551301055,4.0,B
2067,463.4057348565177,2.0,C
2068,444.15107595350526,4.0,B
2069,601.1894120331513,2.0,C
2070,230.04224413406945,4.0,B
2071,652.663084789722,2.0,A
2072,601.9044248002731,4.0,B
2073,706.209816716383,2.0,A
2074,261.1426120558029,2.0,C
2075,143.4115954002801,4.0,B
2076,79.0772026314637,2.0,D
2077,581.3020238612845,4.0,B
2078,248.0530517114887,1.0,C
2079,641.1820132852314,1.0,A
2080,508.2190296273102,1.0,C
2081,288.2033192177187,4.0,B
2082,757.3331624169334,1.0,A
2083,437.7669868545446,2.0,C
2084,256.0833269962889,2.0,C
2085,586.7758577429335,4.0,B
2086,179.11060275290967,2.0,D
2087,87.06899655962354,1.0,D
2088,29.73241322930193,4.0,B
2089,-216.62287325048487,1.0,D
2090,821.5455803077074,2.0,A
2091,162.24868787675922,2.0,D
2092,704.3050871007181,1.0,A
2093,291.64448514951675,2.0,C
2094,494.9765604328936,2.0,C
2095,521.0916030423846,1.0,C
2096,1288.8688343944484,4.0,A
2097,467.2867171927554,1.0,C
2098,518.3710891658991,2.0,C
2099,664.1691067046369,4.0,B
2100,304.5949039072865,2.0,C
2101,363.05441323800943,2.0,C
2102,292.97922350438347,2.0,C
2103,364.4077973582087,1.0,C
2104,-99.39493229378934,2.0,D
2105,-82.17484905051526,1.0,D
2106,-119.95650175028914,2.0,D
2107,516.3749866276265,1.0,C
2108,122.32439576675957,1.0,D
2109,59.2117405128011,2.0,D
2110,196.6810930918728,2.0,D
2111,57.03166862574676,2.0,D
2112,119.99320006262542,4.0,B
2113,629.2381920576667,2.0,A
2114,391.4539450435168,2.0,C
2115,794.4351382930919,4.0,B
2116,382.8268697312413,2.0,C
2117,400.62594518276,2.0,C
2118,58.077083870962895,2.0,D
2119,54.449675753806446,2.0,D
2120,796.2564953670533,2.0,A
2121,233.5962409066448,1.0,C
2122,950.2693069186306,2.0,A
2123,442.5652395222088,2.0,C
2124,837.7521889015593,1.0,A
2125,881.3974259375937,1.0,A
2126,536.3740415621695,1.0,C
2127,457.2162789181381,4.0,B
2128,196.73755902676223,2.0,D
2129,256.1144684398613,2.0,C
2130,14.593740480763133,2.0,D
2131,633.7684206670368,4.0,B
2132,309.20494903304285,4.0,B
2133,280.40376827165767,4.0,B
2134,688.8270179899217,1.0,A
2135,239.36904652082524,4.0,B
2136,571.8964128369829,1.0,C
2137,401.8422754871224,2.0,C
2138,335.44700955922497,2.0,C
2139,854.3293949951378,2.0,A
2140,717.3412813131717,4.0,B
2141,610.5619927587686,2.0,A
2142,331.9262334553874,4.0,B
2143,341.77968793078134,4.0,B
2144,246.4896698165825,2.0,D
2145,132.69857687384638,2.0,D
2146,350.75484182291416,2.0,C
2147,465.23127821688666,2.0,C
2148,286.69594978591374,2.0,C
2149,389.09291133101016,4.0,B
2150,502.18376441344,2.0,C
2151,529.8052905607732,2.0,C
2152,679.1970818767325,2.0,A
2153,363.5618123191893,1.0,C
2154,595.2018559042028,2.0,C
2155,-28.579950981197896,2.0,D
2156,508.1463225851625,1.0,C
2157,697.8518961581874,4.0,B
2158,470.6697409892044,2.0,C
2159,847.4052482882253,2.0,A
2160,436.3531180772316,2.0,C
2161,420.606752556901,4.0,B
2162,863.7431551626642,4.0,B
2163,383.1649246235208,2.0,C
2164,222.1450653124325,1.0,D
2165,520.3177372907561,1.0,C
2166,564.5910694823633,2.0,C
2167,52.71980914044366,1.0,D
2168,563.1849492592692,4.0,B
2169,840.9164217694561,2.0,A
2170,421.2351194159591,2.0,C
2171,382.9147032063044,1.0,C
2172,257.4159956708728,1.0,C
2173,638.342799224652,2.0,A
2174,358.55615024724216,1.0,C
2175,324.4765051180274,2.0,C
2176,57.45984977208411,2.0,D
2177,405.5780804175376,2.0,C
2178,214.796418045954,2.0,D
2179,136.04641211899576,1.0,D
2180,521.3246530638324,4.0,B
2181,970.050539908511,2.0,A
2182,555.2426806328963,2.0,C
2183,-193.69126810303385,2.0,D
2184,370.33653066475694,1.0,C
2185,390.9049774853305,2.0,C
2186,70.22443891959313,2.0,D
2187,-277.5169961573215,1.0,D
2188,771.1077177680327,2.0,A
2189,681.8893254437585,1.0,A
2190,175.00836549728305,1.0,D
2191,570.8466769228663,4.0,B
2192,478.1842191700481,2.0,C
2193,434.8558547613477,1.0,C
2194,479.4826461783993,4.0,B
2195,58.57160771541578,4.0,B
2196,495.10463847488415,2.0,C
2197,94.20233426778536,1.0,D
2198,139.74625371199005,4.0,B
2199,518.5459239163346,2.0,C
2200,941.7884607517468,2.0,A
2201,69.5250760208753,2.0,D
2202,437.2122172886232,1.0,C
2203,-238.24337115947912,2.0,D
2204,318.00339825059444,2.0,C
2205,333.51841834444144,4.0,B
2206,88.6642327742581,2.0,D
2207,286.9461366444543,2.0,C
2208,768.5416570214086,4.0,B
2209,431.11623847833056,2.0,C
2210,471.1804543765903,4.0,B
2211,434.37154281929713,1.0,C
2212,305.0364261428801,2.0,C
2213,758.951339218625,1.0,A
2214,355.31853842568745,1.0,C
2215,169.8958062397507,1.0,D
2216,599.9014025086597,2.0,C
2217,396.68297088182106,4.0,B
2218,663.6002745062254,2.0,A
2219,553.9159644611171,2.0,C
2220,811.0953292452739,2.0,A
2221,334.54652919297087,2.0,C
2222,759.7935411308497,2.0,A
2223,-40.19413608205036,4.0,B
2224,1048.635249894054,2.0,A
2225,557.2976295007484,1.0,C
2226,166.09652466467597,2.0,D
2227,513.3570275539477,4.0,B
2228,491.6809113029664,4.0,B
2229,202.41464994648396,4.0,B
2230,317.3639305345546,2.0,C
2231,763.4148951952952,2.0,A
2232,687.1884665150451,1.0,A
2233,611.0632959128816,1.0,C
2234,388.1813976291983,1.0,C
2235,466.4382914117325,2.0,C
2236,491.81346188612656,1.0,C
2237,883.102042986658,2.0,A
2238,667.6393559624412,2.0,A
2239,599.262739949092,2.0,C
2240,383.01463650511175,4.0,B
2241,406.5641215514032,1.0,C
2242,630.9115306904669,2.0,A
2243,135.35338660366915,1.0,D
2244,264.8220456545646,2.0,C
2245,-64.83864482062779,2.0,D
2246,450.3878617160232,4.0,B
2247,382.8007570187233,2.0,C
2248,960.6924845707882,2.0,A
2249,506.1261630739548,1.0,C
2250,221.91600899047356,1.0,D
2251,444.2473948954261,2.0,C
2252,765.243164241167,2.0,A
2253,982.718334927182,2.0,A
2254,217.0374951838038,2.0,D
2255,574.3179081330106,2.0,C
2256,567.9995906966585,2.0,C
2257,220.1733874831341,2.0,D
2258,-67.54602796694252,2.0,D
2259,839.9376732850358,4.0,B
2260,236.1555923467216,1.0,C
2261,570.0846294144146,2.0,C
2262,486.30689831614177,2.0,C
2263,559.3300977235732,1.0,C
2264,314.58045762815783,1.0,C
2265,242.85215401082291,1.0,C
2266,451.8555987290468,2.0,C
2267,253.92508683797897,2.0,C
2268,83.64353487104808,2.0,D
2269,-221.87804810468697,2.0,D
2270,169.7968039054343,2.0,D
2271,368.9169447423244,2.0,C
2272,230.19742210943923,2.0,D
2273,347.083027538827,4.0,B
2274,179.67384119357027,4.0,B
2275,498.0258028285609,1.0,C
2276,372.8297476809278,1.0,C
2277,-173.42668291941436,2.0,D
2278,279.89316907718523,2.0,C
2279,543.1922324459963,1.0,C
2280,555.4627189941557,2.0,C
2281,262.08359025833545,4.0,B
2282,-71.6938919045117,4.0,B
2283,592.3245214406954,4.0,B
2284,171.90596220696787,1.0,D
2285,246.1020887450339,2.0,D
2286,708.4059736051406,2.0,A
2287,143.49495978566074,2.0,D
2288,-70.79746793757533,1.0,D
2289,832.7681931623791,2.0,A
2290,428.801429452406,4.0,B
2291,534.7145758123869,2.0,C
2292,785.7028480822146,2.0,A
2293,354.02835125356927,4.0,B
2294,736.7948552103503,2.0,A
2295,678.9956738198607,1.0,A
2296,303.66166595470537,4.0,B
2297,403.0669119829966,2.0,C
2298,432.4701783960419,1.0,C
2299,419.8788829571281,1.0,C
2300,361.509957199148,1.0,C
2301,83.26568123843634,2.0,D
2302,-218.09814017464407,2.0,D
2303,997.581707944124,4.0,B
2304,130.24231731850398,1.0,D
2305,506.12052037884393,2.0,C
2306,1030.916226724254,2.0,A
2307,96.525345054716,4.0,B
2308,91.21659677516648,2.0,D
2309,390.29508676046265,1.0,C
2310,597.8910441582796,2.0,C
2311,317.0305874052419,1.0,C
2312,1100.400887228868,2.0,A
2313,-214.22801184525588,4.0,B
2314,954.2291176486744,1.0,A
2315,186.07103477277693,2.0,D
2316,284.84746381511354,2.0,C
2317,681.0693988298685,2.0,A
2318,794.6795203332101,1.0,A
2319,-50.76351126586144,1.0,D
2320,494.1743441190878,2.0,C
2321,249.77385552690737,2.0,C
2322,118.53015837030205,1.0,D
2323,516.9249148271449,1.0,C
2324,257.58468290391045,2.0,C
2325,547.598275928493,2.0,C
2326,206.36712053460263,1.0,D
2327,-176.93439504158232,2.0,D
2328,565.9566357165767,4.0,B
2329,250.6934682854337,2.0,C
2330,862.6574166603737,2.0,A
2331,216.5037506500269,2.0,D
2332,329.58887636906786,2.0,C
2333,423.4777264391156,2.0,C
2334,365.4764563856357,1.0,C
2335,94.25716170233892,2.0,D
2336,453.7861977877207,2.0,C
2337,99.68799860240256,4.0,B
2338,485.1188225976621,1.0,C
2339,370.3135587809682,2.0,C
2340,328.0985165888011,2.0,C
2341,825.586898667857,2.0,A
2342,264.3101460880475,2.0,C
2343,1119.41772611002,2.0,A
2344,810.7586611438633,2.0,A
2345,267.74036897625945,1.0,C
2346,729.2932341304784,4.0,B
2347,240.276217180005,4.0,B
2348,-39.32823378757013,2.0,D
2349,571.8179900996599,4.0,B
2350,433.4056386173723,2.0,C
2351,310.617148469208,1.0,C
2352,643.6122862346051,4.0,B
2353,317.46580618360935,2.0,C
2354,231.07934346058929,1.0,D
2355,405.5766130395504,2.0,C
2356,59.73262324395279,2.0,D
2357,470.7597018375573,4.0,B
2358,549.2608846902202,4.0,B
2359,745.250744159031,2.0,A
2360,648.635064951515,1.0,A
2361,277.0866777815432,4.0,B
2362,150.4567741092151,4.0,B
2363,471.6391377081975,1.0,C
2364,110.9546571645185,4.0,B
2365,584.3962770075113,2.0,C
2366,639.1912368327132,4.0,B
2367,-88.18437035023925,4.0,B
2368,790.6117176221088,4.0,B
2369,398.5550959021395,2.0,C
2370,443.6776548916981,4.0,B
2371,639.6354370794123,1.0,C
2372,336.03670167190813,4.0,B
2373,405.61945554452205,2.0,C
2374,985.2815396390896,4.0,B
2375,170.1855759861929,1.0,D
2376,244.35976407146865,2.0,D
2377,-349.51657250890696,1.0,D
2378,651.0048233547661,4.0,B
2379,370.4228892942268,1.0,C
2380,277.4119874473877,2.0,C
2381,748.0239765030274,2.0,A
2382,744.460499899915,1.0,A
2383,562.5974134141338,4.0,B
2384,360.107473478628,1.0,C
2385,127.63133310692048,2.0,D
2386,653.1106980058884,4.0,B
2387,-256.2924754661814,2.0,D
2388,435.1459991497205,1.0,C
2389,695.8057725974307,4.0,B
2390,-68.9326876169768,4.0,B
2391,186.70809094228576,1.0,D
2392,449.6766760047661,4.0,B
2393,241.6977317335392,2.0,D
2394,417.76553309719264,2.0,C
2395,384.4788251390327,2.0,C
2396,277.59908419842606,1.0,C
2397,730.7726314679721,2.0,A
2398,1223.1526231588505,2.0,A
2399,166.50746824257203,4.0,B
2400,178.6875417061804,4.0,B
2401,246.722882907174,4.0,B
2402,313.6753897901348,4.0,B
2403,857.6909528619626,1.0,A
2404,1006.8377638672936,4.0,B
2405,247.86657864974552,2.0,C
2406,102.81591783231433,2.0,D
2407,1009.8643938448472,2.0,A
2408,452.79456737027954,2.0,C
2409,326.5395605594602,4.0,B
2410,110.65877667300816,4.0,B
2411,188.6964084157328,2.0,D
2412,513.509985342146,2.0,C
2413,417.3988040846575,2.0,C
2414,478.8634220979318,2.0,C
2415,79.86499325607741,1.0,D
2416,526.1142779777737,2.0,C
2417,533.4344299910563,2.0,C
2418,429.5405646688356,2.0,C
2419,369.36747857896734,2.0,C
2420,431.6904857313881,4.0,B
2421,153.2431317810618,1.0,D
2422,961.0993594452074,2.0,A
2423,271.6143442009224,2.0,C
2424,175.30590881933526,1.0,D
2425,-77.03315407193793,4.0,B
2426,158.43627545502275,4.0,B
2427,489.5199274739601,4.0,B
2428,498.216346407531,1.0,C
2429,554.1817946265613,2.0,C
2430,119.9807002429436,2.0,D
2431,236.59331093661828,2.0,D
2432,616.3897946691523,2.0,A
2433,-48.87128583379194,2.0,D
2434,1009.936211174462,2.0,A
2435,410.5271258577306,1.0,C
2436,219.31480035834184,4.0,B
2437,365.3372342164527,2.0,C
2438,354.2213628264609,1.0,C
2439,129.0889643870879,4.0,B
2440,538.2178442547222,1.0,C
2441,493.4690419572916,2.0,C
2442,327.4003527479355,4.0,B
2443,573.748141400828,4.0,B
2444,558.63143042108,2.0,C
2445,69.30384152056922,4.0,B
2446,1200.6292516014855,2.0,A
2447,362.9205350348293,1.0,C
2448,14.97142970704897,1.0,D
2449,585.9000535574655,2.0,C
2450,318.9217517615647,4.0,B
2451,375.3133350017178,1.0,C
2452,-0.6993499933382168,2.0,D
2453,556.1676654675716,4.0,B
2454,317.9798101420312,4.0,B
2455,-28.09716734902196,1.0,D
2456,-140.3425782231899,2.0,D
2457,225.11187415613244,2.0,D
2458,520.6499501395148,2.0,C
2459,837.113544879069,2.0,A
2460,415.3062002054217,1.0,C
2461,782.2011329817278,2.0,A
2462,-856.2420929703394,1.0,D
2463,737.5084719308616,2.0,A
2464,222.40677540297835,1.0,D
2465,1034.6910247704946,4.0,B
2466,591.3088581460015,2.0,C
2467,306.975071303481,4.0,B
2468,404.85511680347867,2.0,C
2469,269.02469044238944,4.0,B
2470,664.2834111221363,4.0,B
2471,672.1236020114303,1.0,A
2472,-44.76231898679384,4.0,B
2473,883.2512245770395,2.0,A
2474,557.666642233627,4.0,B
2475,627.8190593900022,4.0,B
2476,581.6408953139975,4.0,B
2477,624.3147161157824,2.0,A
2478,775.9644471845311,1.0,A
2479,236.69348918188297,4.0,B
2480,244.49588332589823,2.0,D
2481,426.988177681274,2.0,C
2482,57.18004355990854,1.0,D
2483,460.6182735618978,1.0,C
2484,73.74372077495781,4.0,B
2485,493.5735448443153,2.0,C
2486,20.41877016819666,2.0,D
2487,511.78700478003793,1.0,C
2488,163.45467709567458,4.0,B
2489,448.9289385006492,2.0,C
2490,212.48647861741105,2.0,D
2491,411.4426378352158,4.0,B
2492,1073.139771741964,2.0,A
2493,869.356051318683,2.0,A
2494,407.9098508754143,4.0,B
2495,163.6543939954576,2.0,D
2496,-294.7107002667591,2.0,D
2497,17.11721812777961,4.0,B
2498,331.01575448092285,1.0,C
2499,804.4879953261361,2.0,A
2500,460.3883060867759,2.0,C
2501,493.8068403254405,4.0,B
2502,52.84026175588952,4.0,B
2503,124.26340925526466,2.0,D
2504,9.45269364906784,4.0,B
2505,467.9807708281826,2.0,C
2506,1006.5542290889566,4.0,B
2507,567.4094861027432,2.0,C
2508,-140.0482575084169,2.0,D
2509,193.0906080368057,4.0,B
2510,533.6480136209618,1.0,C
2511,409.4511278225232,4.0,B
2512,189.4824467274658,1.0,D
2513,-172.58736494998936,2.0,D
2514,88.37735733346369,1.0,D
2515,720.5062878665977,2.0,A
2516,105.65407943923752,2.0,D
2517,150.55360184978883,2.0,D
2518,609.6929967485887,1.0,C
2519,143.5855403636004,2.0,D
2520,425.2192714943758,4.0,B
2521,991.0505842221838,1.0,A
2522,690.3413850477812,4.0,B
2523,628.2625871520221,1.0,C
2524,389.1931152313076,2.0,C
2525,127.60431943486292,1.0,D
2526,96.51529324052922,2.0,D
2527,410.5970163397823,4.0,B
2528,563.1652541529004,2.0,C
2529,257.4513027026172,1.0,C
2530,195.69171922454785,2.0,D
2531,304.6418810097358,1.0,C
2532,734.0093544845396,2.0,A
2533,-65.47516083968452,1.0,D
2534,277.58787470409675,1.0,C
2535,603.2143053868862,4.0,B
2536,102.86415489781064,4.0,B
2537,-224.8021377205648,2.0,D
2538,229.29358319911805,4.0,B
2539,256.2623337667817,1.0,C
2540,467.5676534968146,2.0,C
2541,552.101065180542,2.0,C
2542,476.7161762589467,4.0,B
2543,226.4585559496507,2.0,D
2544,349.9306363576976,2.0,C
2545,516.531956386757,2.0,C
2546,933.4516632752654,1.0,A
2547,232.8461389055164,2.0,D
2548,428.56205184443365,4.0,B
2549,574.7236577111631,4.0,B
2550,1017.439054373937,2.0,A
2551,589.4216042293251,1.0,C
2552,275.2735398635751,4.0,B
2553,254.1765775082467,2.0,C
2554,535.5373667193277,2.0,C
2555,878.5691355286397,2.0,A
2556,724.2920594954144,1.0,A
2557,-168.113730064764,1.0,D
2558,920.2971785025989,4.0,B
2559,191.8268122592507,4.0,B
2560,613.7779126321817,1.0,C
2561,-23.92465719371853,2.0,D
2562,139.88608833956476,4.0,B
2563,528.642048988164,4.0,B
2564,487.8245940995088,2.0,C
2565,478.00444797042127,4.0,B
2566,190.30589963278643,2.0,D
2567,300.39241417659,2.0,C
2568,-269.23863637629745,2.0,D
2569,713.3184563311357,2.0,A
2570,69.64355630714459,4.0,B
2571,232.2399623516968,2.0,D
2572,252.543089361773,2.0,C
2573,54.244260423384105,2.0,D
2574,708.9653616391411,2.0,A
2575,30.105502592417167,1.0,D
2576,691.5922877563363,1.0,A
2577,672.2916475697455,4.0,B
2578,617.173105752584,1.0,C
2579,358.91945980191093,2.0,C
2580,-127.05524638673364,2.0,D
2581,782.421766483969,2.0,A
2582,916.6925755927364,2.0,A
2583,688.7121549046149,2.0,A
2584,478.7421505377944,2.0,C
2585,133.40887636151552,4.0,B
2586,112.78072835549835,2.0,D
2587,121.98210345136346,2.0,D
2588,614.4608555667917,4.0,B
2589,-72.70873824204466,1.0,D
2590,259.6172129252119,4.0,B
2591,470.03454730804106,4.0,B
2592,470.0381149113085,2.0,C
2593,88.53544099117909,4.0,B
2594,-13.721770245130756,2.0,D
2595,17.448975140665652,1.0,D
2596,-138.31630574074495,1.0,D
2597,417.9951310904648,4.0,B
2598,606.468311596717,2.0,C
2599,434.7823492802127,2.0,C
2600,663.9549048560314,2.0,A
2601,-41.67569283274952,1.0,D
2602,741.2157936963695,4.0,B
2603,248.3235653738972,2.0,C
2604,486.9023498997528,4.0,B
2605,783.0502693293747,1.0,A
2606,541.2636377407515,2.0,C
2607,770.0606273193407,2.0,A
2608,402.42944147967177,1.0,C
2609,622.4558396075611,2.0,A
2610,750.4088151557714,4.0,B
2611,498.7175580837037,1.0,C
2612,600.9785288675575,2.0,C
2613,483.5801769921683,2.0,C
2614,34.22708880296517,1.0,D
2615,-16.67592047816521,2.0,D
2616,561.3704008044715,2.0,C
2617,688.0462415562448,2.0,A
2618,599.3543260512425,4.0,B
2619,229.91210426255108,2.0,D
2620,682.054389925505,2.0,A
2621,883.8455130326454,1.0,A
2622,28.60965818240362,1.0,D
2623,858.9986492337141,2.0,A
2624,214.49554194461413,1.0,D
2625,619.4131991988447,2.0,A
2626,527.5604277348176,1.0,C
2627,196.5749740992121,2.0,D
2628,520.6635187804511,2.0,C
2629,435.1897070957039,2.0,C
2630,283.3510769777229,2.0,C
2631,594.0004289133244,2.0,C
2632,500.0517523387701,2.0,C
2633,1315.402137011631,2.0,A
2634,264.24763122701484,1.0,C
2635,315.0312073111408,1.0,C
2636,157.83308233792053,2.0,D
2637,540.8178423702801,2.0,C
2638,105.05680844545282,1.0,D
2639,418.4389435426119,1.0,C
2640,-115.79495313027178,2.0,D
2641,579.2919192825261,2.0,C
2642,-136.6097717632265,2.0,D
2643,775.0782341886319,4.0,B
2644,416.15427427250296,2.0,C
2645,74.49557810098025,2.0,D
2646,82.43183308045457,2.0,D
2647,247.82030368810064,2.0,C
2648,168.58673500557444,4.0,B
2649,219.8786549017021,2.0,D
2650,702.3611652046004,4.0,B
2651,377.2103979625944,4.0,B
2652,77.88426207266542,1.0,D
2653,-283.93966574235503,1.0,D
2654,205.8165382411563,1.0,D
2655,170.26196763154934,4.0,B
2656,863.2315691810114,4.0,B
2657,182.2678302983755,2.0,D
2658,861.9347174572727,4.0,B
2659,259.6420194637765,2.0,C
2660,-288.3471389970779,4.0,B
2661,540.4712913347155,2.0,C
2662,117.35508288815583,2.0,D
2663,1040.760108472933,1.0,A
2664,130.67910199686372,1.0,D
2665,912.655811142043,1.0,A
2666,-99.92383579656388,2.0,D
2667,51.966858764797,4.0,B
2668,202.12127352690956,2.0,D
2669,836.0996681693306,2.0,A
2670,918.2380266327466,1.0,A
2671,456.0603260586116,1.0,C
2672,689.5957738826228,1.0,A
2673,604.870646004775,2.0,C
