household_id,region,cooking_fuel,consumption_kwh,consumption_kwh_projected
1005,Nairobi,charcoal,460.29667554123097,498.27115127338254
1006,Nairobi,charcoal,327.5474460845088,354.5701103864808
1007,Nairobi,charcoal,-75.05118399874408,-81.24290667864047
1008,Nairobi,firewood,466.0835487608425,504.535441533612
1009,Nairobi,electricity,33.3494264668206,36.1007541503333
1010,Nairobi,charcoal,557.4002104519968,603.3857278142866
1011,Nairobi,LPG,469.22071443565636,507.93142337659805
1012,Nairobi,firewood,421.08494804103196,455.8244562544171
1013,Nairobi,electricity,324.0179029542733,350.74937994800086
1014,Nairobi,LPG,651.2988171665257,705.0309695827641
1015,Nairobi,charcoal,556.6751583605186,602.6008589252614
1016,Nairobi,firewood,140.48234012101523,152.07213318099897
1017,Nairobi,LPG,573.0301243791508,620.3051096404308
1018,Nairobi,charcoal,-532.9720273998247,-576.9422196603102
1019,Nairobi,LPG,393.5727400999124,426.04249115815514
1020,Nairobi,electricity,379.2386084169322,410.5257936113291
1021,Nairobi,charcoal,848.7487496710294,918.7705215188893
1022,Nairobi,LPG,351.1844695280741,380.1571882641402
1023,Nairobi,LPG,802.9479171183468,869.1911202806104
1024,Nairobi,charcoal,342.31565989273975,370.55670183389077
1025,Nairobi,electricity,447.24447094301155,484.14213979581
1026,Nairobi,electricity,599.8781137880135,649.3680581755247
1027,Nairobi,firewood,537.3098169528981,581.6378768515123
1028,Nairobi,electricity,758.2168506872424,820.76974086894
1029,Nairobi,LPG,391.8562818903293,424.18442514628146
1030,Nairobi,electricity,31.06792634129073,33.63103026444721
1031,Nairobi,electricity,357.55539399903324,387.0537140039535
1032,Nairobi,charcoal,220.7787156595533,238.99295970146648
1033,Nairobi,firewood,478.1353183792424,517.5814821455299
1034,Nairobi,electricity,121.62746945333271,131.66173568323265
1035,Nairobi,charcoal,299.8912303006619,324.6322568004665
1036,Nairobi,LPG,523.1774002946183,566.3395358189243
1037,Nairobi,electricity,145.71960528442636,157.74147272039156
1038,Nairobi,firewood,642.3491742947288,695.3429811740439
1039,Nairobi,electricity,395.84327797643994,428.5003484094962
1040,Nairobi,firewood,532.1442781389596,576.0461810854238
1041,Nairobi,electricity,285.7678118515041,309.34365632925324
1042,Nairobi,LPG,459.83788457554346,497.7745100530258
1043,Nairobi,electricity,435.2120066345095,471.11699718185656
1044,Nairobi,firewood,395.4209948263208,428.04322689949225
1045,Nairobi,charcoal,338.8950265528195,366.8538662434271
1046,Nairobi,firewood,442.49522021597096,479.0010758837886
1047,Nairobi,LPG,464.6809133677955,503.01708872063864
1048,Nairobi,firewood,545.7268622339682,590.7493283682705
1049,Nairobi,charcoal,533.3000065473194,577.2972570874733
1050,Nairobi,charcoal,862.3006871356474,933.4404938243383
1051,Nairobi,electricity,331.88586254665904,359.2664462067584
1052,Nairobi,electricity,672.5274405434734,728.01095438831
1053,Nairobi,electricity,569.2042835620184,616.163636955885
1054,Nairobi,electricity,927.278360014689,1003.7788247159009
1055,Nairobi,charcoal,37.08703952557266,40.14672028643241
1056,Nairobi,LPG,512.0570727819511,554.3017812864621
1057,Nairobi,electricity,855.5091823153238,926.088689856338
1058,Nairobi,LPG,194.27134786558406,210.29873406449474
1059,Nairobi,firewood,-138.645372932716,-150.08361619966504
1060,Nairobi,LPG,503.2577812973475,544.7765482543787
1061,Nairobi,charcoal,434.16171917956405,469.9800610118781
1062,Nairobi,electricity,64.95136253611474,70.30984994534421
1063,Nairobi,electricity,244.6974951873156,264.88503854026914
1064,Nairobi,electricity,494.3136564474641,535.0945331043799
1065,Nairobi,charcoal,-152.6752815451532,-165.27099227262835
1066,Nairobi,charcoal,180.78996681796647,195.7051390804487
1067,Nairobi,charcoal,94.26915196288337,102.04635699982126
1068,Nairobi,LPG,498.9771710969141,540.1427877124095
1069,Nairobi,firewood,877.645291594293,950.0510281508222
1070,Nairobi,electricity,420.4515940992606,455.13885061244963
1071,Nairobi,charcoal,347.72608863682854,376.4134909493669
1072,Nairobi,charcoal,461.3228702691518,499.38200706635683
1073,Nairobi,charcoal,702.1001567170863,760.0234196462459
1074,Nairobi,firewood,-196.7595222566988,-212.99218284287645
1075,Nairobi,firewood,388.03306549142013,420.0457933944623
1076,Nairobi,firewood,724.5541530963549,784.3298707268042
1077,Nairobi,LPG,-336.55978228758636,-364.32596432631226
1078,Nairobi,charcoal,186.86238851227466,202.27853556453732
1079,Nairobi,charcoal,275.09807993700264,297.7936715318054
1080,Nairobi,charcoal,1026.9945238801802,1111.7215721002951
1081,Nairobi,firewood,297.4090028748439,321.94524561201854
1082,Nairobi,LPG,401.18395862217983,434.28163520850967
1083,Nairobi,electricity,398.8293052941544,431.7327229809221
1084,Nairobi,charcoal,94.16219271147429,101.93057361017092
1085,Nairobi,LPG,52.89163805101549,57.25519819022427
1086,Nairobi,charcoal,462.1524013469959,500.27997445812304
1087,Nairobi,charcoal,145.7353400364495,157.75850558945658
1088,Nairobi,firewood,-7.896417642452548,-8.547872097954883
1089,Nairobi,electricity,131.63175675187466,142.49137668390432
1090,Nairobi,firewood,538.6615113496105,583.1010860359534
1091,Nairobi,LPG,862.4023155803427,933.550506615721
1092,Nairobi,electricity,7.704230137092338,8.339829123402456
1093,Nairobi,firewood,497.0521052060039,538.0589038854993
1094,Nairobi,electricity,632.0090142680167,684.149757945128
1095,Nairobi,electricity,702.2323472050714,760.1665158494898
1096,Nairobi,electricity,800.2173908286846,866.2353255720511
1097,Nairobi,electricity,265.1690597296209,287.04550715731466
1098,Nairobi,charcoal,-45.0540356367415,-48.770993576772675
1099,Nairobi,charcoal,214.9284943527902,232.6600951368954
1100,Nairobi,charcoal,778.3273553739639,842.5393621923159
1101,Nairobi,electricity,842.5708739410018,912.0829710411344
1102,Nairobi,LPG,428.0907207076753,463.4082051660585
1103,Nairobi,firewood,22.83991422844332,24.724207152289893
1104,Nairobi,firewood,133.32377515479197,144.3229866050623
1105,Nairobi,electricity,290.24787450010444,314.19332414636307
1106,Nairobi,firewood,743.447621826097,804.78205062675
1107,Nairobi,charcoal,347.34491804588464,376.00087378467015
1108,Nairobi,electricity,454.0360644092035,491.4940397229628
1109,Nairobi,charcoal,625.9139319730914,677.5518313608715
1110,Nairobi,electricity,336.7254748890276,364.50532656737244
1111,Nairobi,charcoal,483.1102161906041,522.966809026329
1112,Nairobi,firewood,685.9697360638966,742.562239289168
1113,Nairobi,electricity,157.9148772962027,170.9428546731394
1114,Nairobi,charcoal,182.23993150320265,197.27472585221687
1115,Nairobi,firewood,314.5735665327014,340.5258857716493
1116,Nairobi,LPG,148.30435980105375,160.53946948464068
1117,Nairobi,LPG,312.0661651906344,337.8116238188618
1118,Nairobi,electricity,474.63105107369904,513.7881127872793
1119,Nairobi,charcoal,60.347543638881234,65.32621598908894
1120,Nairobi,electricity,67.49918373933247,73.0678663978274
1121,Nairobi,charcoal,350.9535614484398,379.9072302679361
1122,Nairobi,LPG,330.59190749012276,357.8657398580579
1123,Nairobi,firewood,314.48191395149365,340.4266718524919
1124,Nairobi,charcoal,382.10723305618956,413.6310797833252
1125,Nairobi,electricity,63.06327694032217,68.26599728789874
1126,Nairobi,charcoal,300.6629369673779,325.46762926718657
1127,Nairobi,firewood,433.70317958123616,469.48369189668813
1128,Nairobi,charcoal,210.78834747182205,228.17838613824736
1129,Nairobi,firewood,-313.32458061306215,-339.1738585136398
1130,Nairobi,electricity,140.13165329423953,151.69251469101428
1131,Nairobi,LPG,745.7612297343933,807.2865311874807
1132,Nairobi,firewood,231.6210784669317,250.72981744045356
1133,Nairobi,charcoal,22.481217105902658,24.335917517139627
1134,Nairobi,charcoal,443.81849848657413,480.4335246117165
1135,Nairobi,LPG,251.67120113939342,272.4340752333934
1136,Nairobi,electricity,592.1058260869635,640.954556739138
1137,Nairobi,charcoal,87.8434392872889,95.09052302849024
1138,Nairobi,electricity,568.3486011743285,615.2373607712105
1139,Nairobi,charcoal,297.22860303046315,321.7499627804764
1140,Nairobi,charcoal,417.58478196965217,452.0355264821485
1141,Nairobi,LPG,351.6077972201349,380.61544049079606
1142,Nairobi,firewood,106.07842266703335,114.8298925370636
1143,Nairobi,firewood,612.6972732763194,663.2447983216157
1144,Nairobi,electricity,526.3593714286691,569.7840195715343
1145,Nairobi,LPG,537.071443650059,581.3798377511889
1146,Nairobi,LPG,379.26446637926654,410.55378485555605
1147,Nairobi,firewood,829.619207389922,898.0627919995907
1148,Nairobi,charcoal,101.27372118885143,109.62880318693166
1149,Nairobi,firewood,69.74224535806866,75.49598060010932
1150,Nairobi,firewood,430.3061774088035,465.8064370450298
1151,Nairobi,charcoal,221.70852207920447,239.99947515073885
1152,Nairobi,LPG,797.4160190183255,863.2028405873374
1153,Nairobi,charcoal,166.4334583031567,180.16421861316712
1154,Nairobi,charcoal,757.5388014922567,820.0357526153679
1155,Nairobi,charcoal,564.5479808818682,611.1231893046223
1156,Nairobi,firewood,817.7244287841104,885.1866941587995
1157,Nairobi,charcoal,684.6152966318252,741.0960586039508
1158,Nairobi,charcoal,306.79580479179197,332.1064586871148
1159,Nairobi,LPG,301.344194521524,326.2050905695497
1160,Nairobi,electricity,263.99427690835364,285.77380475329284
1161,Nairobi,electricity,464.62182030115173,502.95312047599674
1162,Nairobi,firewood,1034.267126010639,1119.5941639065168
1163,Nairobi,firewood,907.9180592985879,982.8212991907214
1164,Nairobi,firewood,247.98422099931497,268.4429192317585
1165,Nairobi,charcoal,40.279165782386315,43.602196959433186
1166,Nairobi,LPG,576.5262323083623,624.0896464738022
1167,Nairobi,electricity,748.5988730051981,810.358280028127
1168,Nairobi,LPG,400.8067547329715,433.8733119984417
1169,Nairobi,electricity,-74.31306533149859,-80.44389322134722
1170,Nairobi,LPG,301.2680681670973,326.12268379088283
1171,Nairobi,charcoal,477.2326052958552,516.6042952327632
1172,Nairobi,LPG,210.89205624220708,228.29065088218917
1173,Nairobi,charcoal,791.3792477854792,856.6680357277812
1174,Nairobi,firewood,67.30485483387497,72.85750535766965
1175,Nairobi,electricity,345.1318346057962,373.6052109607744
1176,Nairobi,firewood,396.23075974069354,428.9197974193008
1177,Nairobi,LPG,533.0700515985841,577.0483308554673
1178,Nairobi,LPG,79.85109033526408,86.43880528792336
1179,Nairobi,charcoal,463.62101522243086,501.8697489782814
1180,Nairobi,charcoal,-34.05541354559671,-36.864985163108436
1181,Nairobi,charcoal,461.58377624603554,499.6644377863335
1182,Nairobi,firewood,91.56321151167498,99.11717646138817
1183,Nairobi,charcoal,361.3400836170837,391.1506405154931
1184,Nairobi,firewood,-213.87108528102237,-231.51544981670673
1185,Nairobi,electricity,628.7298404270545,680.6000522622865
1186,Nairobi,LPG,860.8032729942674,931.8195430162946
1187,Nairobi,firewood,-318.48253156189867,-344.7573404157553
1188,Nairobi,electricity,70.57224761933895,76.39445804793442
1189,Nairobi,LPG,57.20294654441159,61.92218963432555
1190,Nairobi,firewood,385.620843500422,417.4345630892068
1191,Nairobi,firewood,949.3342097864231,1027.654282093803
1192,Nairobi,electricity,54.437263158565656,58.92833736914732
1193,Nairobi,charcoal,587.2432761945407,635.6908464805904
1194,Nairobi,electricity,308.9992816727136,334.4917224107125
1195,Nairobi,charcoal,826.1348063151968,894.2909278362006
1196,Nairobi,charcoal,525.9902693389499,569.3844665594133
1197,Nairobi,firewood,367.2384642955906,397.5356375999768
1198,Nairobi,charcoal,887.864915928272,961.1137714923544
1199,Nairobi,charcoal,593.529275498103,642.4954407266964
1200,Nairobi,firewood,157.80697816560098,170.82605386426306
1201,Nairobi,charcoal,321.0178628201447,347.50183650280667
1202,Nairobi,firewood,342.0768668530724,370.29820836845084
1203,Nairobi,charcoal,102.96056367920141,111.45481018273553
1204,Nairobi,LPG,525.7621885452783,569.1375691002637
1205,Nairobi,LPG,472.04656663524696,510.99040838265483
1206,Nairobi,electricity,533.175348306919,577.1623145422398
1207,Nairobi,electricity,120.20358600772647,130.1203818533639
1208,Nairobi,firewood,480.0186394755204,519.6201772322509
1209,Nairobi,electricity,447.91181261001753,484.864537150344
1210,Nairobi,firewood,263.14782189995145,284.8575172066975
1211,Nairobi,electricity,-13.684977863743654,-14.813988537502507
1212,Nairobi,electricity,344.3932307840762,372.8056723237625
1213,Nairobi,LPG,278.62957733094174,301.61651746074443
1214,Nairobi,LPG,519.4561574746267,562.3112904662834
1215,Nairobi,charcoal,480.70284992671515,520.3608350456692
1216,Nairobi,firewood,510.91729080197723,553.0679672931403
1217,Nairobi,LPG,-48.51120387421565,-52.51337819383844
1218,Nairobi,firewood,12.747922200956339,13.799625782535237
1219,Nairobi,charcoal,776.5899373284208,840.6586071580155
1220,Nairobi,firewood,457.9107410599561,495.6883771974025
1221,Nairobi,firewood,60.3870501278202,65.36898176336537
1222,Nairobi,electricity,297.0190410280352,321.5231119128481
1223,Nairobi,electricity,376.79265807601473,407.87805236728593
1224,Nairobi,firewood,126.34665299522908,136.77025186733547
1225,Nairobi,charcoal,882.2131600899299,954.9957457973492
1226,Nairobi,firewood,-28.842563963837335,-31.222075490853918
1227,Nairobi,electricity,324.5607646206737,351.33702770187926
1228,Nairobi,electricity,915.4900120751931,991.0179380713965
1229,Nairobi,charcoal,797.5176682099594,863.3128758372811
1230,Nairobi,LPG,439.61591080926246,475.8842234510266
1231,Nairobi,firewood,801.3144309886745,867.4228715452402
1232,Nairobi,LPG,75.61896237417494,81.85752677004437
1233,Nairobi,charcoal,123.86867014227505,134.08783542901276
1234,Nairobi,electricity,229.21969136560892,248.13031590327165
1235,Nairobi,firewood,222.91661491870875,241.30723564950222
1236,Nairobi,firewood,209.715120645478,227.01661809872994
1237,Nairobi,LPG,-55.680747493375634,-60.27440916157912
1238,Nairobi,charcoal,-198.78668594607063,-215.18658753662146
1239,Nairobi,electricity,-108.92417507809733,-117.91041952204037
1240,Nairobi,firewood,63.775262074943726,69.03672119612658
1241,Nairobi,charcoal,661.4498630739399,716.01947677754
1242,Nairobi,electricity,-236.0587353766407,-255.53358104521357
1243,Nairobi,LPG,-145.68467344126793,-157.70365900017254
1244,Nairobi,firewood,683.6570243309159,740.0587288382164
1245,Nairobi,charcoal,-168.26126390204274,-182.14281817396127
1246,Nairobi,LPG,450.4828985577356,487.6477376887488
1247,Nairobi,electricity,156.0532333097601,168.9276250578153
1248,Nairobi,electricity,537.9860426369429,582.3698911544907
1249,Nairobi,firewood,784.1861400906673,848.8814966481474
1250,Nairobi,charcoal,245.37309127061886,265.61637130044494
1251,Nairobi,charcoal,471.60269786597723,510.50992043992034
1252,Nairobi,firewood,385.16904920946564,416.9454957692466
1253,Nairobi,electricity,332.03091711362566,359.4234677754998
1254,Nairobi,firewood,219.50869945626633,237.6181671614083
1255,Nairobi,electricity,335.75372669685544,363.45340914934604
1256,Nairobi,firewood,82.86643832752429,89.70291948954505
1257,Nairobi,charcoal,188.05341202201464,203.56781851383084
1258,Nairobi,LPG,570.7365063930056,617.8222681704285
1259,Nairobi,electricity,-9.384905079324767,-10.15915974836906
1260,Nairobi,firewood,499.4908570933396,540.6988528035401
1261,Nairobi,charcoal,219.16134664768978,237.2421577461242
1262,Nairobi,charcoal,338.3697542776557,366.2852590055623
1263,Nairobi,electricity,272.93940895422037,295.45691019294355
1264,Nairobi,LPG,330.43409504306874,357.6949078841219
1265,Nairobi,electricity,-43.39049073703609,-46.97020622284157
1266,Nairobi,charcoal,-1.1437733937788153,-1.2381346987655675
1267,Nairobi,charcoal,617.2041884384471,668.123533984619
1268,Nairobi,firewood,109.07007554257888,118.06835677484163
1269,Nairobi,LPG,522.9691622939774,566.1141181832306
1270,Nairobi,electricity,118.18297762157653,127.93307327535659
1271,Nairobi,charcoal,1214.7941194173193,1315.014634269248
1272,Nairobi,charcoal,532.8260446746067,576.7841933602617
1273,Nairobi,charcoal,143.91892984161723,155.79224155355064
1274,Nairobi,LPG,67.47308062511053,73.03960977668214
1275,Nairobi,firewood,484.30574769017574,524.2609718746153
1276,Nairobi,electricity,147.51614917474117,159.68623148165733
1277,Nairobi,LPG,376.3959926441525,407.4486620372951
1278,Nairobi,firewood,820.5992372320638,888.2986743037092
1279,Nairobi,LPG,614.0581576770116,664.7179556853652
1280,Nairobi,charcoal,804.7097812724958,871.0983382274767
1281,Nairobi,electricity,462.44402161539074,500.5956533986605
1282,Nairobi,electricity,78.9461415665046,85.45919824574122
1283,Nairobi,charcoal,410.1788076205243,444.01855924921756
1284,Nairobi,charcoal,820.2217322154652,887.8900251232411
1285,Nairobi,firewood,203.31046206817308,220.08357518879737
1286,Nairobi,electricity,524.4370647666459,567.7031226098942
1287,Nairobi,firewood,-54.986980338237856,-59.52340621614248
1288,Nairobi,LPG,342.27552237304195,370.51325296881794
1289,Nairobi,LPG,627.6006239690241,679.3776754464686
1290,Nairobi,charcoal,355.0473297288021,384.33873443142824
1291,Nairobi,electricity,470.68096700045515,509.5121467779927
1292,Nairobi,firewood,150.61648614908282,163.04234625638216
1293,Nairobi,firewood,162.19354188722625,175.57450909292243
1294,Nairobi,electricity,455.19080112990963,492.74404222312717
1295,Nairobi,LPG,-100.87918439629237,-109.2017171089865
1296,Nairobi,LPG,626.4269827907682,678.1072088710066
1297,Nairobi,firewood,895.0043688205096,968.8422292482016
1298,Nairobi,charcoal,-46.577590636264176,-50.42024186375597
1299,Nairobi,electricity,783.5299779324487,848.1712011118757
1300,Nairobi,electricity,802.5697244853166,868.7817267553552
1301,Nairobi,firewood,1017.6641954597379,1101.6214915851663
1302,Nairobi,charcoal,488.72893329011276,529.049070286547
1303,Nairobi,firewood,294.90285032543824,319.2323354772869
1304,Nairobi,charcoal,90.1106850622786,97.5448165799166
1305,Nairobi,electricity,398.41291642537095,431.28198203046406
1306,Nairobi,firewood,66.0781971108924,71.52964837254103
1307,Nairobi,charcoal,606.8661368505934,656.9325931407674
1308,Nairobi,electricity,666.4345804607728,721.4154333487867
1309,Nairobi,charcoal,105.68646968205599,114.40560343082561
1310,Nairobi,firewood,94.48201874684332,102.2767852934579
1311,Nairobi,charcoal,342.17567409054635,370.40516720301645
1312,Nairobi,charcoal,999.107568636778,1081.5339430493123
1313,Nairobi,firewood,282.35771591846634,305.6522274817398
1314,Nairobi,LPG,723.4134512525031,783.0950609808347
1315,Nairobi,electricity,430.12193064896087,465.60698992750014
1316,Nairobi,LPG,265.9110558621762,287.84871797080575
1317,Nairobi,charcoal,540.8352259727346,585.4541321154852
1318,Nairobi,charcoal,294.06701212075984,318.3275406207225
1319,Nairobi,LPG,547.6070787524035,592.7846627494768
1320,Nairobi,electricity,752.4893623153662,814.5697347063839
1321,Nairobi,electricity,507.55727159976226,549.4307465067427
1322,Nairobi,LPG,462.1196099575701,500.24447777906965
1323,Nairobi,electricity,393.8311029624934,426.3221689568991
1324,Nairobi,charcoal,74.25408522551271,80.38004725661752
1325,Nairobi,LPG,236.16818565186654,255.65206096814552
1326,Nairobi,LPG,741.7781756293926,802.9748751188175
1327,Nairobi,LPG,144.4585022839269,156.37632872235085
1328,Nairobi,charcoal,-7.964904471299064,-8.622009090181237
1329,Nairobi,charcoal,249.97894714061135,270.6022102797118
1330,Nairobi,electricity,556.4432960295935,602.349867952035
1331,Nairobi,LPG,864.4447399356527,935.761430980344
1332,Nairobi,LPG,19.642974437687997,21.263519828797257
1333,Nairobi,electricity,663.5134069570661,718.2532630310241
1334,Nairobi,electricity,420.66385517119454,455.3686232228181
1335,Nairobi,electricity,166.46911970039093,180.2028220756732
1336,Nairobi,LPG,121.74234359016356,131.78608693635206
1337,Nairobi,charcoal,223.38841462597426,241.81795883261714
1338,Nairobi,firewood,165.31541068479663,178.95393206629237
1339,Nairobi,LPG,-158.2820831844765,-171.34035504719583
1340,Nairobi,charcoal,836.1722589020957,905.1564702615186
1341,Nairobi,charcoal,430.9616700365027,466.5160078145142
1342,Nairobi,LPG,71.82761734251301,77.75339577327033
1343,Nairobi,firewood,957.0328146021017,1035.9880218067751
1344,Nairobi,firewood,135.41982562705493,146.59196124128698
1345,Nairobi,charcoal,405.716173209704,439.1877574995046
1346,Nairobi,firewood,652.3784913761306,706.1997169146614
1347,Nairobi,LPG,-15.073551338048958,-16.317119323437996
1348,Nairobi,charcoal,129.85190727129242,140.56468962117404
1349,Nairobi,electricity,329.4159049457785,356.5927171038052
1350,Nairobi,electricity,-102.68042489157477,-111.15155994512969
1351,Nairobi,electricity,966.0583256168543,1045.7581374802448
1352,Nairobi,firewood,598.0138244433431,647.3499649599189
1353,Nairobi,charcoal,268.7945625048225,290.9701139114704
1354,Nairobi,electricity,1297.0697940593602,1404.0780520692574
1355,Nairobi,electricity,634.9708234871362,687.355916424825
1356,Nairobi,firewood,976.994939126158,1057.597021604066
1357,Nairobi,firewood,551.8080535924743,597.3322180138534
1358,Nairobi,charcoal,-68.30444398178253,-73.93956061027959
1359,Nairobi,charcoal,137.6642486460958,149.02154915939872
1360,Nairobi,firewood,-107.9291694385588,-116.8333259172399
1361,Nairobi,firewood,-206.70603453443368,-223.75928238352446
1362,Nairobi,LPG,75.87169808385727,82.1311131757755
1363,Nairobi,LPG,349.6300959095066,378.47457882204094
1364,Nairobi,charcoal,400.27137517703716,433.29376362914275
1365,Nairobi,firewood,425.22248659429783,460.3033417383274
1366,Nairobi,firewood,931.0029654848657,1007.8107101373672
1367,Nairobi,LPG,558.172447136624,604.2216740253955
1368,Nairobi,electricity,708.9024350419111,767.3868859328687
1369,Nairobi,electricity,-152.65866135267618,-165.25300091427195
1370,Nairobi,electricity,271.2210527767706,293.5967896308542
1371,Nairobi,firewood,169.9855526519857,184.00936074577453
1372,Nairobi,charcoal,529.8681052756544,573.5822239608959
1373,Nairobi,electricity,698.4925960317782,756.1182352044
1374,Nairobi,electricity,322.66530616023095,349.28519391845003
1375,Nairobi,electricity,298.89284917304417,323.55150922982034
1376,Nairobi,LPG,-159.58782176819045,-172.75381706406617
1377,Nairobi,electricity,1201.5495148311293,1300.6773498046975
1378,Nairobi,electricity,336.31938674051435,364.0657361466068
1379,Nairobi,firewood,291.58967782460985,315.64582624514014
1380,Nairobi,LPG,903.1716865493404,977.683350689661
1381,Nairobi,electricity,559.0107219087776,605.1291064662518
1382,Nairobi,electricity,225.36362593165381,243.95612507101526
1383,Nairobi,charcoal,454.0463161044328,491.5051371830485
1384,Nairobi,firewood,409.52435048053627,443.3101093951805
1385,Nairobi,firewood,986.9311760921212,1068.3529981197212
1386,Nairobi,electricity,-84.6579845678342,-91.64226829468053
1387,Nairobi,electricity,1043.7988146822474,1129.9122168935328
1388,Nairobi,LPG,371.66437496955393,402.32668590454216
1389,Nairobi,LPG,623.4229226056773,674.8553137206457
1390,Nairobi,firewood,197.10924493407964,213.3707576411412
1391,Nairobi,electricity,316.20691575554304,342.29398630537537
1392,Nairobi,LPG,697.9971539875592,755.5819191915328
1393,Nairobi,firewood,392.7110610275121,425.10972356228183
1394,Nairobi,charcoal,615.853431239561,666.6613393168249
1395,Nairobi,LPG,73.97920999354545,80.08249481801296
1396,Nairobi,charcoal,871.6867433225273,943.6008996466358
1397,Nairobi,LPG,773.989320651659,837.8434396054208
1398,Nairobi,electricity,696.7625782206758,754.2454909238816
1399,Nairobi,charcoal,52.48145138730058,56.81117112675288
1400,Nairobi,LPG,539.4711874187376,583.9775603807834
1401,Nairobi,LPG,644.2073811887155,697.3544901367845
1402,Nairobi,LPG,-48.577350918876675,-52.584982369684
1403,Nairobi,LPG,700.83035768543,758.648862194478
1404,Nairobi,firewood,186.54703525452447,201.93716566302274
1405,Nairobi,electricity,555.7479867676559,601.5971956759876
1406,Nairobi,LPG,251.65872023696267,272.4205646565121
1407,Nairobi,LPG,-38.723825502282864,-41.9185411062212
1408,Nairobi,charcoal,63.839282092046744,69.10602286464061
1409,Nairobi,charcoal,647.2699838029675,700.6697574667123
1410,Nairobi,charcoal,233.1766594032813,252.41373380405201
1411,Nairobi,firewood,267.6359717834721,289.7159394556085
1412,Nairobi,firewood,1019.3574984422434,1103.4544920637284
1413,Nairobi,electricity,-122.12351303828825,-132.19870286394703
1414,Nairobi,LPG,500.88723321108625,542.2104299510008
1415,Nairobi,firewood,526.6332574409319,570.0805011798087
1416,Nairobi,LPG,729.8275891822084,790.0383652897406
1417,Nairobi,charcoal,559.9514311201826,606.1474241875977
1418,Nairobi,LPG,86.78331373800012,93.94293712138513
1419,Nairobi,LPG,545.8629170859188,590.896607745507
1420,Nairobi,electricity,608.8235498072556,659.0514926663542
1421,Nairobi,charcoal,303.2912143941294,328.3127395816451
1422,Nairobi,charcoal,367.8012475365383,398.14485045830276
1423,Nairobi,charcoal,62.16670968621622,67.29546323532907
1424,Nairobi,firewood,92.70408920935643,100.35217656912833
1425,Nairobi,electricity,284.1111675461183,307.55033886867307
1426,Nairobi,electricity,886.1186347551832,959.2234221224858
1427,Nairobi,firewood,335.05786395504106,362.70013773133195
1428,Nairobi,firewood,608.4771173313144,658.6764795111478
1429,Nairobi,electricity,789.2093714072446,854.3191445483423
1430,Nairobi,firewood,250.00984217205863,270.63565415125345
1431,Nairobi,LPG,587.3869071694503,635.8463270109299
1432,Nairobi,LPG,305.20777970557026,330.3874215312798
1433,Nairobi,LPG,116.93923614291214,126.58672312470239
1434,Nairobi,electricity,440.47523714955685,476.8144442143953
1435,Nairobi,electricity,349.94125126178443,378.81140449088167
1436,Nairobi,charcoal,213.57435300252448,231.19423712523275
1437,Nairobi,LPG,223.56577899137721,242.00995575816583
1438,Nairobi,electricity,276.91920740455805,299.7650420154341
1439,Nairobi,LPG,694.0295284114372,751.2869645053809
1440,Nairobi,charcoal,559.7683120805832,605.9491978272313
1441,Nairobi,electricity,468.47245374289656,507.1214311766855
1442,Nairobi,electricity,859.711459848979,930.6376552865197
1443,Nairobi,firewood,301.89123642037407,326.79726342505495
1444,Nairobi,charcoal,-149.52073805815928,-161.85619894795744
1445,Nairobi,firewood,372.50827443303666,403.2402070737622
1446,Nairobi,charcoal,650.1370688332674,703.773377012012
1447,Nairobi,LPG,520.2093553420083,563.126627157724
1448,Nairobi,LPG,237.06615441496734,256.6241121542022
1449,Nairobi,LPG,36.14341530269587,39.12524706516828
1450,Nairobi,charcoal,745.5563517993417,807.0647508227873
1451,Nairobi,electricity,41.68035992038068,45.11898961381209
1452,Nairobi,charcoal,230.28103895796298,249.27922467199494
1453,Nairobi,charcoal,202.29269229598717,218.9818394104061
1454,Nairobi,LPG,-247.41800840384678,-267.82999409716416
1455,Nairobi,electricity,64.73414655718426,70.07471364815196
1456,Nairobi,charcoal,793.6260056920995,859.1001511616977
1457,Nairobi,LPG,450.25317809030827,487.3990652827587
1458,Nairobi,firewood,287.4222900340379,311.1346289618461
1459,Nairobi,charcoal,305.1764796634659,330.3535392357018
1460,Nairobi,LPG,373.7695651303394,404.6055542535924
1461,Nairobi,firewood,1174.0180706301335,1270.8745614571196
1462,Nairobi,firewood,-134.54015910171518,-145.63972222760668
1463,Nairobi,charcoal,464.35017485997946,502.6590642859278
1464,Nairobi,LPG,45.89550779509318,49.68188718818837
1465,Nairobi,firewood,219.3072343020408,237.40008113195915
1466,Nairobi,LPG,644.7932315103262,697.9886731099282
1467,Nairobi,charcoal,700.2161072839649,757.983936134892
1468,Nairobi,electricity,560.8476439276412,607.1175745516716
1469,Nairobi,electricity,969.2395889997109,1049.201855092187
1470,Nairobi,LPG,380.5448194185436,411.93976702057347
1471,Nairobi,firewood,565.0143449469414,611.628028405064
1472,Nairobi,charcoal,142.3323126522688,154.07472844608097
1473,Nairobi,firewood,460.48068239753667,498.47033869533345
1474,Nairobi,electricity,295.50603267473133,319.8852803703967
1475,Nairobi,charcoal,110.3645848625016,119.46966311365799
1476,Nairobi,LPG,250.94108196665414,271.64372122890313
1477,Nairobi,electricity,227.0899510412709,245.82487200217574
1478,Nairobi,LPG,419.6703573533266,454.29316183497605
